,Unnamed: 0,,location,timestamp,tweet,tiny_tweet,tokens,stems,score,
15924,15924,15924,"[,]",2020-05-08 04:22:15+00:00,se acuerdan la primera parte de la cuarentena que la gente DIBUJABA ZANAHORIAS EN SUS HISTORIAS??? parece que fue hace tanto,acuerdan primera parte cuarentena gente DIBUJABA ZANAHORIAS HISTORIAS parece hace tanto,"['acuerdan', 'primera', 'parte', 'cuarentena', 'gente', 'dibujaba', 'zanahorias', 'historias', 'parece', 'hace', 'tanto']","['acuerd', 'primer', 'part', 'cuarenten', 'gent', 'dibuj', 'zanahori', 'histori', 'parec', 'hac', 'tant']",1,
15950,15950,15950,"[,]",2020-05-08 04:23:26+00:00,@Miss__Morgana @robertwagner01 Yo también y mi consumo no varió durante la cuarentena...,tambi consumo vari durante cuarentena,"['tambi', 'consumo', 'vari', 'durante', 'cuarentena']","['tambi', 'consum', 'vari', 'durant', 'cuarenten']",1,
15979,15979,15979,"[,]",2020-05-08 04:25:30+00:00,"Mi mayor deseo en esta cuarentena es tener un solo día sin prender la computadora y sin realizar UNA puta entrega, solo eso te pido",mayor deseo esta cuarentena tener solo prender computadora realizar puta entrega solo pido,"['mayor', 'deseo', 'esta', 'cuarentena', 'tener', 'solo', 'prender', 'computadora', 'realizar', 'puta', 'entrega', 'solo', 'pido']","['mayor', 'dese', 'esta', 'cuarenten', 'ten', 'sol', 'prend', 'comput', 'realiz', 'put', 'entreg', 'sol', 'pid']",0,
16006,16006,16006,"[,]",2020-05-08 04:27:28+00:00,Bueno oficialmente llore porq extraño. Ahora si estoy en cuarentena,Bueno oficialmente llore porq extra Ahora estoy cuarentena,"['bueno', 'oficialmente', 'llore', 'porq', 'extra', 'ahora', 'estoy', 'cuarentena']","['buen', 'oficial', 'llor', 'porq', 'extra', 'ahor', 'estoy', 'cuarenten']",0,
16046,16046,16046,"[,]",2020-05-08 04:29:14+00:00,Los grupos de compra y venta me hacen feliz la cuarentena,grupos compra venta hacen feliz cuarentena,"['grupos', 'compra', 'venta', 'hacen', 'feliz', 'cuarentena']","['grup', 'compr', 'vent', 'hac', 'feliz', 'cuarenten']",2,
16124,16124,16124,"[,]",2020-05-08 04:33:37+00:00,“Avísale a tus amigas que tus tardes son conmigo de ahora en más” CHE LES PEGA MAL LA CUARENTENA NO? 🤦🏼‍♀️,sale amigas tardes conmigo ahora PEGA CUARENTENA,"['sale', 'amigas', 'tardes', 'conmigo', 'ahora', 'pega', 'cuarentena']","['sal', 'amig', 'tard', 'conmig', 'ahor', 'peg', 'cuarenten']",0,
16171,16171,16171,"[,]",2020-05-08 04:35:56+00:00,"Esta cuarentena si que he pensado  en algunas cosas y acciones,la verdad me felicito yo mismo",Esta cuarentena pensado algunas cosas acciones verdad felicito mismo,"['esta', 'cuarentena', 'pensado', 'algunas', 'cosas', 'acciones', 'verdad', 'felicito', 'mismo']","['esta', 'cuarenten', 'pens', 'algun', 'cos', 'accion', 'verd', 'felicit', 'mism']",2,
16266,16266,16266,"[,]",2020-05-08 04:41:25+00:00,"Como va todo? Me imagino que la cuarentena hasta el 26/5 nos hace feliz a todos, no? Que fácil que la vienen llevando estos truchos!!!!!",Como todo imagino cuarentena hasta hace feliz todos vienen llevando estos truchos,"['como', 'todo', 'imagino', 'cuarentena', 'hasta', 'hace', 'feliz', 'todos', 'vienen', 'llevando', 'estos', 'truchos']","['com', 'tod', 'imagin', 'cuarenten', 'hast', 'hac', 'feliz', 'tod', 'vien', 'llev', 'estos', 'truch']",1,
16284,16284,16284,"[,]",2020-05-08 04:42:29+00:00,Día no se cuanto de la cuarentena: me volví a hacer el septum.,cuanto cuarentena volv hacer septum,"['cuanto', 'cuarentena', 'volv', 'hacer', 'septum']","['cuant', 'cuarenten', 'volv', 'hac', 'septum']",0,
16326,16326,16326,"[,]",2020-05-08 04:44:09+00:00,Qué ganas de romperle la jeta a estos pelotudos que se creen vivos por andar mostrando que están en la calle y rompiendo la cuarentena,ganas romperle jeta estos pelotudos creen vivos andar mostrando calle rompiendo cuarentena,"['ganas', 'romperle', 'jeta', 'estos', 'pelotudos', 'creen', 'vivos', 'andar', 'mostrando', 'calle', 'rompiendo', 'cuarentena']","['gan', 'romp', 'jet', 'estos', 'pelotud', 'cre', 'viv', 'andar', 'mostr', 'call', 'romp', 'cuarenten']",0,
16340,16340,16340,"[,]",2020-05-08 04:45:05+00:00,@berna2k11 @ArsenalfceSport Me la hicieron fácil. A festejar Berna que sale ese Rooster post cuarentena,hicieron festejar Berna sale Rooster post cuarentena,"['hicieron', 'festejar', 'berna', 'sale', 'rooster', 'post', 'cuarentena']","['hic', 'festej', 'bern', 'sal', 'roost', 'post', 'cuarenten']",1,
16381,16381,16381,"[,]",2020-05-08 04:47:04+00:00,Cai en la broma de la cuarentena la concha de su madre jajajajajajaja entre a bardiar a todo el mundo y nada que ver,broma cuarentena concha madre jajajajajajaja entre bardiar todo mundo nada,"['broma', 'cuarentena', 'concha', 'madre', 'jajajajajajaja', 'entre', 'bardiar', 'todo', 'mundo', 'nada']","['brom', 'cuarenten', 'conch', 'madr', 'jajajajajajaj', 'entre', 'bardi', 'tod', 'mund', 'nad']",2,
16406,16406,16406,"[,]",2020-05-08 04:48:21+00:00,@LaTanaOriginal 👏👏👏👏👏👏👏  No es cuestión de que extiendan la cuarentena y te agarre sin vino!!!,cuesti extiendan cuarentena agarre vino,"['cuesti', 'extiendan', 'cuarentena', 'agarre', 'vino']","['cuesti', 'extiend', 'cuarenten', 'agarr', 'vin']",1,
16415,16415,16415,"[,]",2020-05-08 04:48:47+00:00,@lauar29 Jajaj yo le envié captura de los 65 archivos Word que voy redactando desde que comenzó la cuarentena. 🤦🏿,Jajaj envi captura archivos Word redactando desde comenz cuarentena,"['jajaj', 'envi', 'captura', 'archivos', 'word', 'redactando', 'desde', 'comenz', 'cuarentena']","['jajaj', 'envi', 'captur', 'archiv', 'word', 'redact', 'desd', 'comenz', 'cuarenten']",1,
16444,16444,16444,"[,]",2020-05-08 04:50:36+00:00,Muy forra si denunció a alguien por no cumplir la cuarentena?,forra denunci alguien cumplir cuarentena,"['forra', 'denunci', 'alguien', 'cumplir', 'cuarentena']","['forr', 'denunci', 'algui', 'cumpl', 'cuarenten']",0,
16445,16445,16445,"[,]",2020-05-08 04:50:39+00:00,Y claramente cuando la cuarentena pase no me voy a querer levantar de lo vago que soy,claramente cuando cuarentena pase querer levantar vago,"['claramente', 'cuando', 'cuarentena', 'pase', 'querer', 'levantar', 'vago']","['clar', 'cuand', 'cuarenten', 'pas', 'quer', 'levant', 'vag']",0,
16483,16483,16483,"[,]",2020-05-08 04:52:57+00:00,Y hcer dulce de leche es más eterno que lo que va de cuarentena. Nunca más.,hcer dulce leche eterno cuarentena Nunca,"['hcer', 'dulce', 'leche', 'eterno', 'cuarentena', 'nunca']","['hcer', 'dulc', 'lech', 'etern', 'cuarenten', 'nunc']",0,
16484,16484,16484,"[,]",2020-05-08 04:53:08+00:00,Para lo único que quiero que termine la cuarentena es para verte solamente a vos.                                   Enviar.,Para nico quiero termine cuarentena para verte solamente Enviar,"['para', 'nico', 'quiero', 'termine', 'cuarentena', 'para', 'verte', 'solamente', 'enviar']","['par', 'nic', 'quier', 'termin', 'cuarenten', 'par', 'vert', 'sol', 'envi']",0,
16554,16554,16554,"[,]",2020-05-08 04:57:13+00:00,"@marygambler Terrible,con ese presidente es natural.Dice que el virus provoca una gripecita.Por favor!!!!",Terrible presidente natural Dice virus provoca gripecita favor,"['terrible', 'presidente', 'natural', 'dice', 'virus', 'provoca', 'gripecita', 'favor']","['terribl', 'president', 'natural', 'dic', 'virus', 'provoc', 'gripecit', 'favor']",0,
16577,16577,16577,"[,]",2020-05-08 04:58:10+00:00,Así vamos a quedar todos después de la cuarentena,vamos quedar todos despu cuarentena,"['vamos', 'quedar', 'todos', 'despu', 'cuarentena']","['vam', 'qued', 'tod', 'despu', 'cuarenten']",1,
16586,16586,16586,"[,]",2020-05-08 04:58:42+00:00,"subí la joda esa de que no cumplieron la cuarentena, jajaja medio ig me puteo jajaja jajaja lo peor q algunos no entendian",joda cumplieron cuarentena jajaja medio puteo jajaja jajaja peor algunos entendian,"['joda', 'cumplieron', 'cuarentena', 'jajaja', 'medio', 'puteo', 'jajaja', 'jajaja', 'peor', 'algunos', 'entendian']","['jod', 'cumpl', 'cuarenten', 'jajaj', 'medi', 'pute', 'jajaj', 'jajaj', 'peor', 'algun', 'entendi']",1,
16600,16600,16600,"[,]",2020-05-08 04:59:37+00:00,esta nos va a salvar la cuarentena ❤️ @cher,esta salvar cuarentena,"['esta', 'salvar', 'cuarentena']","['esta', 'salv', 'cuarenten']",2,
16665,16665,16665,"[,]",2020-05-08 05:04:02+00:00,"el año de ulises me lo meto en el orto saben? cuarentena,  covid-19 y la puta q me pario",ulises meto orto saben cuarentena covid puta pario,"['ulises', 'meto', 'orto', 'saben', 'cuarentena', 'covid', 'puta', 'pario']","['ulis', 'met', 'orto', 'sab', 'cuarenten', 'cov', 'put', 'pari']",0,
16666,16666,16666,"[,]",2020-05-08 05:04:17+00:00,Termina todo esto del corona virus y me puedo ir antes de Luna de miel antes de casarme ???????,Termina todo esto corona virus puedo antes Luna miel antes casarme,"['termina', 'todo', 'esto', 'corona', 'virus', 'puedo', 'antes', 'luna', 'miel', 'antes', 'casarme']","['termin', 'tod', 'esto', 'coron', 'virus', 'pued', 'antes', 'lun', 'miel', 'antes', 'cas']",1,
16684,16684,16684,"[,]",2020-05-08 05:05:13+00:00,Lo único bueno de la cuarentena es que si sentís náuseas dos noches seguidas sabes que no es embarazo.,nico bueno cuarentena sent useas noches seguidas sabes embarazo,"['nico', 'bueno', 'cuarentena', 'sent', 'useas', 'noches', 'seguidas', 'sabes', 'embarazo']","['nic', 'buen', 'cuarenten', 'sent', 'use', 'noch', 'segu', 'sab', 'embaraz']",2,
16764,16764,16764,"[,]",2020-05-08 05:10:06+00:00,Esta cuarentena me hizo acordarme a muchas cosas que todavía no perdone 🙄,Esta cuarentena hizo acordarme muchas cosas todav perdone,"['esta', 'cuarentena', 'hizo', 'acordarme', 'muchas', 'cosas', 'todav', 'perdone']","['esta', 'cuarenten', 'hiz', 'acord', 'much', 'cos', 'todav', 'perdon']",0,
16824,16824,16824,"[,]",2020-05-08 05:14:43+00:00,"Me quiero pegar 1 tiro, mi cuarentena no puede ser peor en serio",quiero pegar tiro cuarentena puede peor serio,"['quiero', 'pegar', 'tiro', 'cuarentena', 'puede', 'peor', 'serio']","['quier', 'peg', 'tir', 'cuarenten', 'pued', 'peor', 'seri']",0,
16858,16858,16858,"[,]",2020-05-08 05:16:16+00:00,Sos pelotudo o subís el juego ese de la cuarentena a la historia? Me cansaron. Ni dos dedos de frente dios,pelotudo juego cuarentena historia cansaron dedos frente dios,"['pelotudo', 'juego', 'cuarentena', 'historia', 'cansaron', 'dedos', 'frente', 'dios']","['pelotud', 'jueg', 'cuarenten', 'histori', 'cans', 'ded', 'frent', 'dios']",0,
16956,16956,16956,"[,]",2020-05-08 05:22:27+00:00,Fija que fue uno de los mejores vivos de maia en la cuarentena.,Fija mejores vivos maia cuarentena,"['fija', 'mejores', 'vivos', 'maia', 'cuarentena']","['fij', 'mejor', 'viv', 'mai', 'cuarenten']",2,
16965,16965,16965,"[,]",2020-05-08 05:23:02+00:00,En esta cuarentena aprendí que nunca es tarde para tomarse algo tranqui,esta cuarentena aprend nunca tarde para tomarse algo tranqui,"['esta', 'cuarentena', 'aprend', 'nunca', 'tarde', 'para', 'tomarse', 'algo', 'tranqui']","['esta', 'cuarenten', 'aprend', 'nunc', 'tard', 'par', 'tom', 'algo', 'tranqui']",2,
16985,16985,16985,"[,]",2020-05-08 05:25:13+00:00,@romanos_somos @GamesRobertus Es mentira a este virus no le mata el calor salvo que haga 80%,mentira este virus mata calor salvo haga,"['mentira', 'este', 'virus', 'mata', 'calor', 'salvo', 'haga']","['mentir', 'este', 'virus', 'mat', 'calor', 'salv', 'hag']",1,
17077,17077,17077,"[,]",2020-05-08 05:32:53+00:00,"@larufiumara no hablo con NADIE literalmente, la cuarentena me volvió más solitario de lo que ya era :((",hablo NADIE literalmente cuarentena volvi solitario,"['hablo', 'nadie', 'literalmente', 'cuarentena', 'volvi', 'solitario']","['habl', 'nadi', 'literal', 'cuarenten', 'volvi', 'solitari']",0,
17086,17086,17086,"[,]",2020-05-08 05:33:52+00:00,Al mejor estilo @mguinzburg insomnio...!! 2:33 AM. (odio la cuarentena),mejor estilo insomnio odio cuarentena,"['mejor', 'estilo', 'insomnio', 'odio', 'cuarentena']","['mejor', 'estil', 'insomni', 'odi', 'cuarenten']",0,
17135,17135,17135,"[,]",2020-05-08 05:38:23+00:00,@vaquiiita No decaigas que se te cae la corona reina,decaigas corona reina,"['decaigas', 'corona', 'reina']","['decaig', 'coron', 'rein']",1,
17214,17214,17214,"[,]",2020-05-08 05:45:01+00:00,Me gusta el frío solo porque estamos en cuarentena 🤷‍♀️,gusta solo porque estamos cuarentena,"['gusta', 'solo', 'porque', 'estamos', 'cuarentena']","['gust', 'sol', 'porqu', 'estam', 'cuarenten']",2,
17262,17262,17262,"[,]",2020-05-08 05:49:11+00:00,"Extraño hacer producciones de fotos, dios cuarentena te odio mucho, que ya termine todo😭",Extra hacer producciones fotos dios cuarentena odio mucho termine todo,"['extra', 'hacer', 'producciones', 'fotos', 'dios', 'cuarentena', 'odio', 'mucho', 'termine', 'todo']","['extra', 'hac', 'produccion', 'fot', 'dios', 'cuarenten', 'odi', 'much', 'termin', 'tod']",0,
17323,17323,17323,"[,]",2020-05-08 05:54:40+00:00,"Después del curso de marketing, empiezo uno de moda y otro para aprender idiomas, efectos de la cuarentena",Despu curso marketing empiezo moda otro para aprender idiomas efectos cuarentena,"['despu', 'curso', 'marketing', 'empiezo', 'moda', 'otro', 'para', 'aprender', 'idiomas', 'efectos', 'cuarentena']","['despu', 'curs', 'marketing', 'empiez', 'mod', 'otro', 'par', 'aprend', 'idiom', 'efect', 'cuarenten']",2,
17344,17344,17344,"[,]",2020-05-08 05:57:29+00:00,"Mire amor le dio Like a una foto vieja, que hago le digo para casarnos ahora o después de la cuarentena?",Mire amor Like foto vieja hago digo para casarnos ahora despu cuarentena,"['mire', 'amor', 'like', 'foto', 'vieja', 'hago', 'digo', 'para', 'casarnos', 'ahora', 'despu', 'cuarentena']","['mir', 'amor', 'lik', 'fot', 'viej', 'hag', 'dig', 'par', 'cas', 'ahor', 'despu', 'cuarenten']",1,
17374,17374,17374,"[,]",2020-05-08 06:01:29+00:00,*estar en cuarentena*,estar cuarentena,"['estar', 'cuarentena']","['estar', 'cuarenten']",1,
17390,17390,17390,"[,]",2020-05-08 06:03:13+00:00,@tomasheredia Y nosotros a vos ni te cuento! Espero que estés bien en esta cuarentena y que podamos salir pronto de esta💪🏼 Un abrazo🤝,nosotros cuento Espero bien esta cuarentena podamos salir pronto esta abrazo,"['nosotros', 'cuento', 'espero', 'bien', 'esta', 'cuarentena', 'podamos', 'salir', 'pronto', 'esta', 'abrazo']","['nosotr', 'cuent', 'esper', 'bien', 'esta', 'cuarenten', 'pod', 'sal', 'pront', 'esta', 'abraz']",2,
17461,17461,17461,"[,]",2020-05-08 06:11:43+00:00,Papá que cagaso me agarré con eso de que romper la cuarentena pensé que era encerio 🤣,cagaso agarr romper cuarentena pens encerio,"['cagaso', 'agarr', 'romper', 'cuarentena', 'pens', 'encerio']","['cagas', 'agarr', 'romp', 'cuarenten', 'pens', 'enceri']",1,
17503,17503,17503,"[,]",2020-05-08 06:15:43+00:00,Que onda con el precio de los huevos? Siento que estoy tan en cuarentena que me colgué...,onda precio huevos Siento estoy cuarentena colgu,"['onda', 'precio', 'huevos', 'siento', 'estoy', 'cuarentena', 'colgu']","['onda', 'preci', 'huev', 'sient', 'estoy', 'cuarenten', 'colgu']",0,
17613,17613,17613,"[,]",2020-05-08 06:27:06+00:00,mi fantasia sexual es tener a alguien para hablar todos los dias de cuarentena,fantasia sexual tener alguien para hablar todos dias cuarentena,"['fantasia', 'sexual', 'tener', 'alguien', 'para', 'hablar', 'todos', 'dias', 'cuarentena']","['fantasi', 'sexual', 'ten', 'algui', 'par', 'habl', 'tod', 'dias', 'cuarenten']",0,
17747,17747,17747,"[,]",2020-05-08 06:46:23+00:00,Lo peor de la cuarentena: este insomnio.,peor cuarentena este insomnio,"['peor', 'cuarentena', 'este', 'insomnio']","['peor', 'cuarenten', 'este', 'insomni']",0,
17755,17755,17755,"[,]",2020-05-08 06:47:32+00:00,segun mi primo el virus se muere con el calor JAJAJAJAJAJAJAJ no doy más..,segun primo virus muere calor JAJAJAJAJAJAJAJ,"['segun', 'primo', 'virus', 'muere', 'calor', 'jajajajajajajaj']","['segun', 'prim', 'virus', 'muer', 'calor', 'jajajajajajajaj']",2,
17769,17769,17769,"[,]",2020-05-08 06:50:38+00:00,Me puse a escuchar todos los temas de J Quiles y creo qu fu lo mejor qu hice desde que arrancó la cuarentena QUÉ TEMAIKENES POR FAVOR,puse escuchar todos temas Quiles creo mejor hice desde arranc cuarentena TEMAIKENES FAVOR,"['puse', 'escuchar', 'todos', 'temas', 'quiles', 'creo', 'mejor', 'hice', 'desde', 'arranc', 'cuarentena', 'temaikenes', 'favor']","['pus', 'escuch', 'tod', 'tem', 'quil', 'cre', 'mejor', 'hic', 'desd', 'arranc', 'cuarenten', 'temaiken', 'favor']",2,
17778,17778,17778,"[,]",2020-05-08 06:51:12+00:00,11avo mandamiento: no dormiras hasta que termine la cuarentena. en esaaaaaaa.,mandamiento dormiras hasta termine cuarentena esaaaaaaa,"['mandamiento', 'dormiras', 'hasta', 'termine', 'cuarentena', 'esaaaaaaa']","['mandamient', 'dormir', 'hast', 'termin', 'cuarenten', 'esaaaaaa']",0,
18024,18024,18024,"[,]",2020-05-08 07:25:36+00:00,Se imaginan que hagan algun paro nacional después de la cuarentena??!! Jajajajaa,imaginan hagan algun paro nacional despu cuarentena Jajajajaa,"['imaginan', 'hagan', 'algun', 'paro', 'nacional', 'despu', 'cuarentena', 'jajajajaa']","['imagin', 'hag', 'algun', 'par', 'nacional', 'despu', 'cuarenten', 'jajajaja']",1,
18106,18106,18106,"[,]",2020-05-08 07:39:19+00:00,@nsfw_3d Te los chuparía hasta que termine la cuarentena.,chupar hasta termine cuarentena,"['chupar', 'hasta', 'termine', 'cuarentena']","['chup', 'hast', 'termin', 'cuarenten']",1,
18138,18138,18138,"[,]",2020-05-08 07:44:50+00:00,A estas alturas de mí vida estaría con contenido del tour de bts pero no pUes corona me cagaste la existencia,estas alturas vida estar contenido tour pero pUes corona cagaste existencia,"['estas', 'alturas', 'vida', 'estar', 'contenido', 'tour', 'pero', 'pues', 'corona', 'cagaste', 'existencia']","['estas', 'altur', 'vid', 'estar', 'conten', 'tour', 'per', 'pues', 'coron', 'cag', 'existent']",0,
18204,18204,18204,"[,]",2020-05-08 07:55:32+00:00,Tengo cagazo a subirme a un bondi cuando termine la cuarentena y no acordarme como usar la sube,Tengo cagazo subirme bondi cuando termine cuarentena acordarme como usar sube,"['tengo', 'cagazo', 'subirme', 'bondi', 'cuando', 'termine', 'cuarentena', 'acordarme', 'como', 'usar', 'sube']","['teng', 'cagaz', 'sub', 'bondi', 'cuand', 'termin', 'cuarenten', 'acord', 'com', 'usar', 'sub']",0,
18285,18285,18285,"[,]",2020-05-08 08:12:21+00:00,Que pase ya la cuarentena qu na gana de verla,pase cuarentena gana verla,"['pase', 'cuarentena', 'gana', 'verla']","['pas', 'cuarenten', 'gan', 'verl']",0,
18304,18304,18304,"[,]",2020-05-08 08:14:58+00:00,Esta cuarentena me ayudo a darme cuenta de muchas cosas,Esta cuarentena ayudo darme cuenta muchas cosas,"['esta', 'cuarentena', 'ayudo', 'darme', 'cuenta', 'muchas', 'cosas']","['esta', 'cuarenten', 'ayud', 'darm', 'cuent', 'much', 'cos']",2,
18417,18417,18417,"[,]",2020-05-08 08:43:02+00:00,Quiero que dejen de alargar la cuarentena 😭,Quiero dejen alargar cuarentena,"['quiero', 'dejen', 'alargar', 'cuarentena']","['quier', 'dej', 'alarg', 'cuarenten']",0,
18463,18463,18463,"[,]",2020-05-08 08:53:31+00:00,Cuando termine la cuarentena me Interno en el gym fijaaaaaa,Cuando termine cuarentena Interno fijaaaaaa,"['cuando', 'termine', 'cuarentena', 'interno', 'fijaaaaaa']","['cuand', 'termin', 'cuarenten', 'intern', 'fijaaaaa']",1,
18549,18549,18549,"[,]",2020-05-08 09:12:38+00:00,"@NoHayGlamour Felizzz viernes!!!,querida amiga. A disfrutar del día y la cuarentena. Cuídate.🦊🦊☕☕🌻🌻😆😆😆💪💪💪💪😘",Felizzz viernes querida amiga disfrutar cuarentena date,"['felizzz', 'viernes', 'querida', 'amiga', 'disfrutar', 'cuarentena', 'date']","['felizzz', 'viern', 'quer', 'amig', 'disfrut', 'cuarenten', 'dat']",2,
18625,18625,18625,"[,]",2020-05-08 09:32:17+00:00,Día 10 post cuarentena: Tengo papada en la nuca,post cuarentena Tengo papada nuca,"['post', 'cuarentena', 'tengo', 'papada', 'nuca']","['post', 'cuarenten', 'teng', 'pap', 'nuc']",0,
18660,18660,18660,"[,]",2020-05-08 09:38:34+00:00,"Estoy tomando un te y leyendo un libro , la cuarentena hizo milagros",Estoy tomando leyendo libro cuarentena hizo milagros,"['estoy', 'tomando', 'leyendo', 'libro', 'cuarentena', 'hizo', 'milagros']","['estoy', 'tom', 'leyend', 'libr', 'cuarenten', 'hiz', 'milagr']",2,
18682,18682,18682,"[,]",2020-05-08 09:42:26+00:00,@vigiadevillegas Solo una cuarentena podia hacer bajar el stock .,Solo cuarentena podia hacer bajar stock,"['solo', 'cuarentena', 'podia', 'hacer', 'bajar', 'stock']","['sol', 'cuarenten', 'podi', 'hac', 'baj', 'stock']",1,
18695,18695,18695,"[,]",2020-05-08 09:45:04+00:00,"Y aunque está cuarentena me tiene maaal, cuando termine te iré a buscaaaar",aunque cuarentena tiene maaal cuando termine buscaaaar,"['aunque', 'cuarentena', 'tiene', 'maaal', 'cuando', 'termine', 'buscaaaar']","['aunqu', 'cuarenten', 'tien', 'maaal', 'cuand', 'termin', 'buscaa']",1,
18714,18714,18714,"[,]",2020-05-08 09:49:59+00:00,No siento que estoy donde parece que estoy. Efecto mental de cuarentena día mil.   Buen día.,siento estoy donde parece estoy Efecto mental cuarentena Buen,"['siento', 'estoy', 'donde', 'parece', 'estoy', 'efecto', 'mental', 'cuarentena', 'buen']","['sient', 'estoy', 'dond', 'parec', 'estoy', 'efect', 'mental', 'cuarenten', 'buen']",0,
18733,18733,18733,"[,]",2020-05-08 09:54:10+00:00,@RosasVanina Hasta en virus son grosos los chinos.,Hasta virus grosos chinos,"['hasta', 'virus', 'grosos', 'chinos']","['hast', 'virus', 'gros', 'chin']",1,
18938,18938,18938,"[,]",2020-05-08 10:28:27+00:00,Te deseo tener hijxs en cuarentena por tiempo indeterminado sin escuela. Y un bebé.,deseo tener hijxs cuarentena tiempo indeterminado escuela,"['deseo', 'tener', 'hijxs', 'cuarentena', 'tiempo', 'indeterminado', 'escuela']","['dese', 'ten', 'hijxs', 'cuarenten', 'tiemp', 'indetermin', 'escuel']",0,
18941,18941,18941,"[,]",2020-05-08 10:29:40+00:00,@MonicaCarrillo Cuando llegara a Argentina? Aún espero que me llegue EL TIEMPO TODO LOCURA... desde que empezó la cuarentena aquí..! 😪😣,Cuando llegara Argentina espero llegue TIEMPO TODO LOCURA desde empez cuarentena,"['cuando', 'llegara', 'argentina', 'espero', 'llegue', 'tiempo', 'todo', 'locura', 'desde', 'empez', 'cuarentena']","['cuand', 'lleg', 'argentin', 'esper', 'lleg', 'tiemp', 'tod', 'locur', 'desd', 'empez', 'cuarenten']",1,
18961,18961,18961,"[,]",2020-05-08 10:33:02+00:00,"11hs seguidas dormí, lo más cercano a la normalidad que tuve en esta cuarentena",seguidas dorm cercano normalidad tuve esta cuarentena,"['seguidas', 'dorm', 'cercano', 'normalidad', 'tuve', 'esta', 'cuarentena']","['segu', 'dorm', 'cercan', 'normal', 'tuv', 'esta', 'cuarenten']",2,
19023,19023,19023,"[,]",2020-05-08 10:40:39+00:00,"@blondaperoncha Ojalá asi sea y avance aunque solo es un gen, el virus fué mutando",Ojal avance aunque solo virus mutando,"['ojal', 'avance', 'aunque', 'solo', 'virus', 'mutando']","['ojal', 'avanc', 'aunqu', 'sol', 'virus', 'mut']",1,
19041,19041,19041,"[,]",2020-05-08 10:42:33+00:00,@JuliiRunco te invitaria pero sos la razón de mi festejo y mucha cuarentena,invitaria pero festejo mucha cuarentena,"['invitaria', 'pero', 'festejo', 'mucha', 'cuarentena']","['invitari', 'per', 'festej', 'much', 'cuarenten']",1,
19063,19063,19063,"[,]",2020-05-08 10:45:51+00:00,"@gabOrodriguez3 @Molly_Isler Después de Tony Award Couture fashion show, ya esa corona era de ella",Despu Tony Award Couture fashion show corona ella,"['despu', 'tony', 'award', 'couture', 'fashion', 'show', 'corona', 'ella']","['despu', 'tony', 'award', 'coutur', 'fashion', 'show', 'coron', 'ella']",1,
19071,19071,19071,"[,]",2020-05-08 10:49:12+00:00,con esto de la cuarentena voy a terminar culeando con mi prima,esto cuarentena terminar culeando prima,"['esto', 'cuarentena', 'terminar', 'culeando', 'prima']","['esto', 'cuarenten', 'termin', 'cul', 'prim']",1,
19127,19127,19127,"[,]",2020-05-08 10:56:09+00:00,@Luife2081 La cuarentena y yo,cuarentena,['cuarentena'],['cuarenten'],1,
19129,19129,19129,"[,]",2020-05-08 10:56:21+00:00,El noticiero de canal 13 mostró un poco el cacerolazo y dijo que es para terminar la cuarentena parcialmente.,noticiero canal mostr poco cacerolazo dijo para terminar cuarentena parcialmente,"['noticiero', 'canal', 'mostr', 'poco', 'cacerolazo', 'dijo', 'para', 'terminar', 'cuarentena', 'parcialmente']","['noticier', 'canal', 'mostr', 'poc', 'cacerolaz', 'dij', 'par', 'termin', 'cuarenten', 'parcial']",1,
19247,19247,19247,"[,]",2020-05-08 11:12:05+00:00,Efectos de la cuarentena,Efectos cuarentena,"['efectos', 'cuarentena']","['efect', 'cuarenten']",1,
19263,19263,19263,"[,]",2020-05-08 11:15:03+00:00,@balfederico Esta cuarentena se descarriló🤷,Esta cuarentena descarril,"['esta', 'cuarentena', 'descarril']","['esta', 'cuarenten', 'descarril']",0,
19411,19411,19411,"[,]",2020-05-08 11:30:12+00:00,"En un día , toda nuestra cuarentena . Así como si. Nada . La@vida no vale nada para el primer mundo .",toda nuestra cuarentena como Nada vale nada para primer mundo,"['toda', 'nuestra', 'cuarentena', 'como', 'nada', 'vale', 'nada', 'para', 'primer', 'mundo']","['tod', 'nuestr', 'cuarenten', 'com', 'nad', 'val', 'nad', 'par', 'prim', 'mund']",0,
19421,19421,19421,"[,]",2020-05-08 11:31:07+00:00,Ese economista  es el que quiere romper la cuarentena?,economista quiere romper cuarentena,"['economista', 'quiere', 'romper', 'cuarentena']","['econom', 'quier', 'romp', 'cuarenten']",1,
19429,19429,19429,"[,]",2020-05-08 11:31:38+00:00,"No laburaron nunca en su vida y ahora ponen de escusa la CUARENTENA, dale papu a mí no me angañas 🐛",laburaron nunca vida ahora ponen escusa CUARENTENA dale papu anga,"['laburaron', 'nunca', 'vida', 'ahora', 'ponen', 'escusa', 'cuarentena', 'dale', 'papu', 'anga']","['labur', 'nunc', 'vid', 'ahor', 'pon', 'escus', 'cuarenten', 'dal', 'papu', 'anga']",0,
19493,19493,19493,"[,]",2020-05-08 11:37:38+00:00,la cuarentena me hizo tolerar menos a mi papá enserio,cuarentena hizo tolerar menos enserio,"['cuarentena', 'hizo', 'tolerar', 'menos', 'enserio']","['cuarenten', 'hiz', 'toler', 'men', 'enseri']",0,
